t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1.4080,0.0991,-0.3044,-1.0010,2.321,-2.412,-1.198,26.32
1.4137,0.1006,-0.3030,-1.0085,1.321,-1.214,-0.992,26.32
1.4246,0.1011,-0.3081,-1.0090,2.115,-3.069,-1.168,26.27
1.4344,0.0986,-0.3030,-1.0098,2.260,-2.969,-1.031,25.94
1.4429,0.0994,-0.3027,-1.0107,2.168,-2.099,-1.160,26.37
1.4555,0.0969,-0.3044,-1.0110,2.221,-1.870,-1.244,26.27
1.4650,0.0947,-0.3069,-1.0085,2.672,-3.260,-1.366,26.70
1.4726,0.1006,-0.3015,-1.0110,1.786,-0.901,-1.481,26.18
1.4861,0.1025,-0.3037,-1.0061,2.321,-2.580,-1.504,25.94
1.4959,0.1008,-0.3049,-1.0022,2.290,-2.947,-1.191,26.03
1.5042,0.0996,-0.3032,-1.0105,2.206,-2.466,-0.870,25.94
1.5150,0.0999,-0.3052,-1.0093,1.847,-2.160,-0.977,25.94
1.5283,0.0986,-0.3025,-1.0049,1.916,-2.160,-0.641,26.51
1.5365,0.0977,-0.3093,-1.0088,1.374,-1.069,-0.763,26.37
1.5426,0.0942,-0.3101,-1.0024,2.420,-2.725,-1.160,26.27
1.5585,0.0947,-0.3105,-1.0110,2.366,-2.939,-2.168,25.84
1.5654,0.1018,-0.3040,-1.0137,2.519,-3.573,-1.794,26.03
1.5730,0.1052,-0.3064,-1.0098,1.527,-1.115,-1.878,26.37
1.5858,0.0974,-0.3076,-1.0122,2.252,-2.840,-1.748,26.18
1.5953,0.1006,-0.3052,-1.0078,2.435,-3.046,-1.603,26.51
1.6055,0.1003,-0.3069,-1.0071,2.008,-2.237,-1.191,25.98
1.6134,0.0972,-0.3071,-1.0056,0.962,-0.626,-1.000,26.13
1.6261,0.0986,-0.3086,-1.0059,1.924,-2.595,-1.275,25.65
1.6327,0.1016,-0.3069,-1.0110,2.084,-2.405,-1.435,26.18
1.6467,0.0999,-0.3066,-1.0098,2.397,-3.069,-1.618,26.32
1.6532,0.0967,-0.3083,-1.0083,2.275,-2.282,-1.527,26.27
1.6645,0.0981,-0.3018,-1.0117,2.237,-2.664,-1.550,26.32
1.6730,0.1003,-0.3013,-1.0068,2.099,-2.382,-1.313,26.03
1.6884,0.1013,-0.3059,-1.0117,2.046,-2.076,-1.237,26.51
1.6982,0.0984,-0.3049,-1.0098,0.840,-0.618,-1.168,26.37
1.7073,0.0991,-0.3064,-1.0061,2.168,-2.725,-1.038,26.13
1.7133,0.0969,-0.3062,-1.0015,1.977,-2.656,-1.282,26.51
1.7253,0.1008,-0.3015,-1.0071,2.435,-2.962,-1.176,25.94
1.7361,0.0996,-0.3071,-1.0078,2.076,-2.817,-1.366,25.94
1.7473,0.0994,-0.3091,-1.0117,1.534,-1.038,-1.053,26.13
1.7538,0.0999,-0.3074,-1.0081,2.168,-2.756,-1.588,26.27
1.7641,0.0999,-0.3069,-1.0020,2.252,-2.618,-1.840,26.32
1.7726,0.0959,-0.3057,-1.0059,2.168,-2.420,-1.298,26.46
1.7852,0.0950,-0.3052,-1.0012,2.229,-2.221,-1.504,26.32
1.7929,0.0981,-0.3027,-1.0081,2.405,-3.008,-1.527,25.94
1.8065,0.1011,-0.3057,-1.0034,2.191,-3.069,-1.099,26.65
1.8141,0.0996,-0.3052,-1.0081,2.031,-2.405,-1.290,26.46
1.8229,0.0957,-0.3044,-1.0061,2.313,-2.901,-1.695,26.37
1.8342,0.1033,-0.3062,-1.0083,2.176,-2.992,-1.389,26.13
1.8427,0.1055,-0.3062,-1.0083,1.802,-2.321,-1.275,26.27
1.8558,0.0952,-0.3035,-1.0085,2.160,-2.214,-1.229,26.13
1.8655,0.0942,-0.3071,-1.0015,2.405,-3.084,-1.450,26.51
1.8733,0.0991,-0.3071,-1.0063,1.832,-2.275,-1.122,25.98
1.8852,0.0977,-0.3042,-1.0122,1.985,-2.649,-1.038,26.13
1.8966,0.0977,-0.3035,-1.0137,2.206,-2.458,-0.763,26.32
1.9028,0.0908,-0.3083,-1.0122,2.267,-2.924,-1.099,26.27
1.9178,0.0974,-0.3076,-1.0098,2.130,-2.679,-1.298,26.32
1.9276,0.0974,-0.3040,-1.0027,2.038,-1.931,-1.321,26.37
1.9344,0.1045,-0.3032,-1.0088,2.260,-2.786,-1.137,26.27
1.9471,0.0979,-0.3035,-1.0032,1.840,-2.160,-1.214,26.27
