t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1.8248,0.4265,-0.1465,-0.7954,-46.771,12.275,-11.817,25.98
1.8326,0.3684,-0.1941,-0.8296,-49.473,17.733,-10.069,25.94
1.8466,0.3025,-0.0732,-0.8589,-53.542,9.435,-29.534,26.18
1.8539,0.3555,0.0337,-0.9338,-59.733,7.664,-49.313,26.27
1.8634,0.4409,0.1506,-0.9788,-68.962,8.504,-48.137,25.60
1.8757,0.4275,0.2466,-1.0564,-78.023,15.756,-57.176,25.98
1.8848,0.3989,0.2534,-1.0745,-91.641,14.954,-64.160,25.79
1.8952,0.3640,0.3328,-1.1675,-102.351,23.863,-93.901,26.03
1.9027,0.2629,0.5298,-1.2510,-114.725,22.053,-92.275,26.13
1.9171,0.6023,0.3337,-1.2642,-167.290,11.908,-44.321,25.98
1.9274,0.8359,-2.0000,-1.9009,-250.137,250.130,175.023,26.18
1.9344,-0.5491,-2.0000,-1.7742,-250.137,250.130,250.130,26.27
1.9486,-2.0000,-2.0000,-0.6262,239.908,-250.137,-250.137,25.94
1.9575,-1.4001,1.9999,-1.3474,235.092,-250.137,-250.137,25.98
1.9646,1.9999,1.9999,-2.0000,-69.718,-250.137,-243.763,26.03
1.9751,1.9999,0.9309,-2.0000,-250.137,112.611,250.130,26.03
1.9848,-0.2012,-1.3364,-1.1238,-228.771,250.130,81.107,26.18
1.9959,-2.0000,-2.0000,-1.0515,-107.328,92.321,0.702,26.27
2.0046,-1.2998,0.0088,-0.7412,-10.069,-221.992,-250.137,26.03
2.0163,1.9999,0.9683,-1.4702,-57.847,-250.137,-227.786,25.94
2.0246,1.9999,1.7690,-1.2837,-98.618,52.000,43.756,26.18
2.0333,-0.0430,1.4751,-1.0125,-166.580,218.260,194.290,26.18
2.0459,-0.9985,-0.2544,-1.1016,-164.145,26.756,144.969,26.03
2.0578,1.0596,0.0273,-1.2463,-87.908,-156.885,-6.191,26.13
2.0643,1.9999,-0.3286,-1.4749,-91.427,-32.534,93.481,25.79
2.0751,1.3069,-0.4006,-1.4602,-85.664,144.191,100.221,25.84
2.0846,-0.6975,-0.6494,-1.1599,-76.565,92.588,89.588,25.94
2.0983,-0.7705,-1.1233,-1.3462,-44.450,-27.840,-0.038,25.79
2.1047,0.2393,-0.0325,-1.0222,-32.817,-102.252,-84.924,26.18
2.1189,1.1370,-0.1079,-1.1353,-47.176,38.916,-37.015,25.94
2.1255,0.3589,0.0251,-0.9773,-55.763,86.618,36.191,25.74
2.1330,-0.2844,-0.1848,-0.9192,-58.282,45.336,27.756,25.84
2.1457,-0.0251,-0.1499,-0.9475,-46.641,-27.282,-31.824,25.84
2.1576,0.6785,-0.1362,-1.0657,-54.359,12.282,7.672,25.84
2.1645,0.4219,-0.1055,-0.9209,-59.809,48.809,35.168,26.27
